,type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates
5622,Feature,nn00577625,0.5,"26 km WSW of Hawthorne, Nevada",1486610455680,1530555914980,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577625,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577625&format=geojson,,,,,reviewed,0,4,nn,00577625,",nn00577625,",",nn,",",origin,phase-data,",7.0,0.048,0.2113,150.42,ml,earthquake,"M 0.5 - 26 km WSW of Hawthorne, Nevada",Point,"[-118.8905, 38.4037, 6.1]"
5623,Feature,ak0171u7cumn,1.9,"93 km SSW of False Pass, Alaska",1486609964957,1560871240203,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u7cumn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u7cumn&format=geojson,,,,,reviewed,0,56,ak,0171u7cumn,",ak15276226,ak0171u7cumn,",",ak,ak,",",associate,origin,phase-data,",,,0.36,,ml,earthquake,"M 1.9 - 93 km SSW of False Pass, Alaska",Point,"[-164.1667, 54.1391, 28.3]"
5624,Feature,nn00589246,0.8,"28 km WSW of Hawthorne, Nevada",1486608909281,1530555915715,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00589246,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00589246&format=geojson,,,,,reviewed,0,10,nn,00589246,",nn00589246,",",nn,",",origin,phase-data,",10.0,0.044,0.1064,234.77,ml,earthquake,"M 0.8 - 28 km WSW of Hawthorne, Nevada",Point,"[-118.9059, 38.3993, 6.9]"
5625,Feature,ak0171u6zzy9,1.6,"100 km NW of Yakutat, Alaska",1486608768657,1560871239776,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u6zzy9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u6zzy9&format=geojson,,,,,reviewed,0,39,ak,0171u6zzy9,",ak15245657,ak0171u6zzy9,",",ak,ak,",",associate,origin,phase-data,",,,0.76,,ml,earthquake,"M 1.6 - 100 km NW of Yakutat, Alaska",Point,"[-140.8364, 60.2612, 4.1]"
5626,Feature,nn00589243,0.9,"28 km WSW of Hawthorne, Nevada",1486608568706,1530555915622,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00589243,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00589243&format=geojson,,,,,reviewed,0,12,nn,00589243,",nn00589243,",",nn,",",origin,phase-data,",9.0,0.049,0.1193,242.66,ml,earthquake,"M 0.9 - 28 km WSW of Hawthorne, Nevada",Point,"[-118.915, 38.4029, 7.1]"
5627,Feature,ci37580079,0.48,"15km NE of Little Lake, CA",1486608549950,1486656773607,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37580079,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37580079&format=geojson,,,,,reviewed,0,4,ci,37580079,",ci37580079,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.008155,0.04,126.0,ml,earthquake,"M 0.5 - 15km NE of Little Lake, CA",Point,"[-117.775, 36.0231667, 2.09]"
5628,Feature,ci37580071,1.38,"15km NE of Little Lake, CA",1486608448060,1486651836832,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37580071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37580071&format=geojson,,,,,reviewed,0,29,ci,37580071,",ci37580071,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.007161,0.15,64.0,ml,earthquake,"M 1.4 - 15km NE of Little Lake, CA",Point,"[-117.774, 36.0241667, 1.85]"
5629,Feature,ak0171u6wy7a,1.1,"71 km NW of Eureka Roadhouse, Alaska",1486607906309,1560871239321,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u6wy7a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u6wy7a&format=geojson,,,,,reviewed,0,19,ak,0171u6wy7a,",ak15245654,ak0171u6wy7a,",",ak,ak,",",associate,origin,phase-data,",,,0.42,,ml,earthquake,"M 1.1 - 71 km NW of Eureka Roadhouse, Alaska",Point,"[-148.0127, 62.4457, 42.5]"
5630,Feature,nc72762131,0.67,"11 km W of Aspen Springs, California",1486607467790,1486659482943,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762131&format=geojson,,,,,reviewed,0,7,nc,72762131,",nc72762131,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.02133,0.04,180.0,md,earthquake,"M 0.7 - 11 km W of Aspen Springs, California",Point,"[-118.8413333, 37.571, 7.85]"
5631,Feature,us20008im7,5.3,"36 km NNE of Jayapura, Indonesia",1486606909640,1494293071040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008im7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008im7&format=geojson,3.0,2.9,,,reviewed,0,433,us,20008im7,",us20008im7,",",us,",",dyfi,origin,phase-data,",,8.661,0.87,22.0,mb,earthquake,"M 5.3 - 36 km NNE of Jayapura, Indonesia",Point,"[140.8935, -2.2527, 17.62]"
5632,Feature,nc72762121,0.44,"4 km WNW of Cobb, California",1486606883430,1486610104125,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762121&format=geojson,,,,,automatic,0,3,nc,72762121,",nc72762121,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.002713,0.03,171.0,md,earthquake,"M 0.4 - 4 km WNW of Cobb, California",Point,"[-122.7703323, 38.833168, 1.28]"
5633,Feature,us20008im5,4.9,"58 km ESE of Naze, Japan",1486606284270,1494293071040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008im5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008im5&format=geojson,,,,,reviewed,0,369,us,20008im5,",us20008im5,",",us,",",origin,phase-data,",,1.968,0.76,124.0,mb,earthquake,"M 4.9 - 58 km ESE of Naze, Japan",Point,"[129.9901, 28.0844, 22.9]"
5634,Feature,ak0171u6fteo,1.0,"37 km NNW of Sutton-Alpine, Alaska",1486605512641,1560871238852,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u6fteo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u6fteo&format=geojson,,,,,reviewed,0,15,ak,0171u6fteo,",ak15244893,ak0171u6fteo,",",ak,ak,",",associate,origin,phase-data,",,,0.43,,ml,earthquake,"M 1.0 - 37 km NNW of Sutton-Alpine, Alaska",Point,"[-148.9874, 62.0939, 13.8]"
5635,Feature,nn00577587,1.3,"0 km NNW of Sun Valley, Nevada",1486605511437,1530555912696,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577587,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577587&format=geojson,,,,,reviewed,0,26,nn,00577587,",nn00577587,",",nn,",",origin,phase-data,",11.0,0.046,0.192,118.32,ml,earthquake,"M 1.3 - 0 km NNW of Sun Valley, Nevada",Point,"[-119.7795, 39.6008, 6.8]"
5636,Feature,ak0171u6dwmu,1.0,"17 km N of Meadow Lakes, Alaska",1486604981346,1560871238433,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u6dwmu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u6dwmu&format=geojson,,,,,reviewed,0,15,ak,0171u6dwmu,",ak15276222,ak0171u6dwmu,",",ak,ak,",",associate,origin,phase-data,",,,0.47,,ml,earthquake,"M 1.0 - 17 km N of Meadow Lakes, Alaska",Point,"[-149.5865, 61.7839, 34.2]"
5637,Feature,nc72762111,1.04,"4 km WNW of Cobb, California",1486604554220,1486608122053,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762111&format=geojson,,,,,automatic,0,17,nc,72762111,",nc72762111,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.00374,0.03,86.0,md,earthquake,"M 1.0 - 4 km WNW of Cobb, California",Point,"[-122.7730026, 38.8333321, 1.7]"
5638,Feature,nc72762106,1.61,"7 km W of Cobb, California",1486604089770,1487067542356,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762106,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762106&format=geojson,,,,,reviewed,0,40,nc,72762106,",nc72762106,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",36.0,0.01163,0.06,99.0,md,earthquake,"M 1.6 - 7 km W of Cobb, California",Point,"[-122.8131667, 38.812, 2.42]"
5639,Feature,ak0171u6a8oy,1.2,"3 km ESE of Kachemak, Alaska",1486603951388,1560871237719,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u6a8oy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u6a8oy&format=geojson,,,,,reviewed,0,22,ak,0171u6a8oy,",ak15244869,ak0171u6a8oy,",",ak,ak,",",associate,origin,phase-data,",,,0.34,,ml,earthquake,"M 1.2 - 3 km ESE of Kachemak, Alaska",Point,"[-151.3752, 59.6623, 3.1]"
5640,Feature,nn00577585,1.1,"26 km WSW of Hawthorne, Nevada",1486603767582,1530555914878,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577585,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577585&format=geojson,,,,,reviewed,0,19,nn,00577585,",nn00577585,",",nn,",",origin,phase-data,",13.0,0.041,0.1282,188.54,ml,earthquake,"M 1.1 - 26 km WSW of Hawthorne, Nevada",Point,"[-118.8836, 38.3961, 11.8]"
5641,Feature,nn00577584,0.4,"28 km SSW of Hawthorne, Nevada",1486603535980,1530555914783,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577584,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577584&format=geojson,,,,,reviewed,0,2,nn,00577584,",nn00577584,",",nn,",",origin,phase-data,",6.0,0.101,0.1154,121.57,ml,earthquake,"M 0.4 - 28 km SSW of Hawthorne, Nevada",Point,"[-118.7847, 38.3049, 6.1]"
5642,Feature,ak0171u68a0e,1.4,"64 km E of Pedro Bay, Alaska",1486603395349,1560871237254,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u68a0e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u68a0e&format=geojson,,,,,reviewed,0,30,ak,0171u68a0e,",ak15276220,ak0171u68a0e,",",ak,ak,",",associate,origin,phase-data,",,,0.23,,ml,earthquake,"M 1.4 - 64 km E of Pedro Bay, Alaska",Point,"[-152.9699, 59.8535, 98.9]"
5643,Feature,nn00577583,0.2,"27 km SSW of Hawthorne, Nevada",1486603219468,1530555914696,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577583,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577583&format=geojson,,,,,reviewed,0,1,nn,00577583,",nn00577583,",",nn,",",origin,phase-data,",5.0,0.1,0.0985,193.18,ml,earthquake,"M 0.2 - 27 km SSW of Hawthorne, Nevada",Point,"[-118.7835, 38.3098, 5.5]"
5644,Feature,ak0171u66yqs,0.3,"36 km W of Four Mile Road, Alaska",1486603022767,1560871236814,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u66yqs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u66yqs&format=geojson,,,,,reviewed,0,1,ak,0171u66yqs,",ak15244849,ak0171u66yqs,",",ak,ak,",",associate,origin,phase-data,",,,0.29,,ml,earthquake,"M 0.3 - 36 km W of Four Mile Road, Alaska",Point,"[-149.8914, 64.5994, 15.8]"
5645,Feature,nn00577671,-0.1,"33 km NW of Beatty, Nevada",1486601898646,1530555913450,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577671&format=geojson,,,,,reviewed,0,0,nn,00577671,",nn00577671,",",nn,",",origin,phase-data,",4.0,0.113,0.1203,266.01,ml,earthquake,"M -0.1 - 33 km NW of Beatty, Nevada",Point,"[-117.0514, 37.0923, 3.9]"
5646,Feature,nc72762101,0.48,"4 km SSW of Cobb, California",1486601835170,1486775595110,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762101&format=geojson,,,,,reviewed,0,4,nc,72762101,",nc72762101,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",4.0,0.01029,0.03,189.0,md,earthquake,"M 0.5 - 4 km SSW of Cobb, California",Point,"[-122.7468333, 38.7898333, 1.27]"
5647,Feature,nc72762096,0.7,"1 km S of Kensington, California",1486601509330,1487065802267,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762096&format=geojson,,,,,reviewed,0,8,nc,72762096,",nc72762096,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.03106,0.07,80.0,md,earthquake,"M 0.7 - 1 km S of Kensington, California",Point,"[-122.2801667, 37.9006667, 3.66]"
5648,Feature,us20008ilv,4.8,"20 km NW of Pullo, Peru",1486601430130,1494293071040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008ilv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008ilv&format=geojson,2.0,3.8,,,reviewed,0,355,us,20008ilv,",us20008ilv,",",us,",",dyfi,moment-tensor,origin,phase-data,",,4.152,0.6,137.0,mww,earthquake,"M 4.8 - 20 km NW of Pullo, Peru",Point,"[-73.9774, -15.0855, 70.71]"
5649,Feature,ak0171u5q9j1,0.8,"43 km WSW of Clear, Alaska, Alaska",1486600751014,1560871236339,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u5q9j1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u5q9j1&format=geojson,,,,,reviewed,0,10,ak,0171u5q9j1,",ak15244097,ak0171u5q9j1,",",ak,ak,",",associate,origin,phase-data,",,,0.29,,ml,earthquake,"M 0.8 - 43 km WSW of Clear, Alaska, Alaska",Point,"[-150.0602, 64.1713, 14.9]"
5650,Feature,ci37580007,1.39,"5km NW of Boron, CA",1486600155860,1486665768783,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37580007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37580007&format=geojson,,,,,reviewed,0,30,ci,37580007,",ci37580007,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.09712,0.2,57.0,ml,quarry blast,"M 1.4 Quarry Blast - 5km NW of Boron, CA",Point,"[-117.6855, 35.0313333, -0.82]"
5651,Feature,nn00577582,0.6,"1 km WNW of Walker Lake, Nevada",1486599797423,1530555914597,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577582,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577582&format=geojson,,,,,reviewed,0,6,nn,00577582,",nn00577582,",",nn,",",origin,phase-data,",13.0,0.198,0.1614,199.75,ml,earthquake,"M 0.6 - 1 km WNW of Walker Lake, Nevada",Point,"[-118.7741, 38.6528, 8.3]"
5652,Feature,nc72762091,1.95,"17 km NW of Parkfield, California",1486599792920,1487047082660,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762091,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762091&format=geojson,1.0,3.1,,,reviewed,0,59,nc,72762091,",nc72762091,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",51.0,0.02605,0.05,47.0,md,earthquake,"M 2.0 - 17 km NW of Parkfield, California",Point,"[-120.5686667, 36.0111667, 4.52]"
5653,Feature,nn00577581,0.9,"28 km WSW of Hawthorne, Nevada",1486599432894,1530555914481,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00577581,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00577581&format=geojson,,,,,reviewed,0,12,nn,00577581,",nn00577581,",",nn,",",origin,phase-data,",14.0,0.038,0.1354,222.87,ml,earthquake,"M 0.9 - 28 km WSW of Hawthorne, Nevada",Point,"[-118.9033, 38.3942, 7.5]"
5654,Feature,ak0171u5kaij,1.3,"13 km ENE of Fox, Alaska",1486599084433,1560871235928,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171u5kaij,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171u5kaij&format=geojson,,,,,reviewed,0,26,ak,0171u5kaij,",ak15244092,ak0171u5kaij,",",ak,ak,",",associate,origin,phase-data,",,,0.42,,ml,explosion,"M 1.3 Explosion - 13 km ENE of Fox, Alaska",Point,"[-147.3369, 64.9884, 0]"
5655,Feature,ak0171svzc2x,0.8,"86 km NNW of Karluk, Alaska",1486598119774,1560871235490,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171svzc2x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171svzc2x&format=geojson,,,,,reviewed,0,10,ak,0171svzc2x,",ak15244089,ak0171svzc2x,",",ak,ak,",",associate,origin,phase-data,",,,0.36,,ml,earthquake,"M 0.8 - 86 km NNW of Karluk, Alaska",Point,"[-155.151, 58.248, 3.5]"
5656,Feature,us20008kxr,4.4,"95 km E of Gorontalo, Indonesia",1486598057230,1494293071040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008kxr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008kxr&format=geojson,,,,,reviewed,0,298,us,20008kxr,",us20008kxr,",",us,",",origin,phase-data,",,1.852,0.91,64.0,mb,earthquake,"M 4.4 - 95 km E of Gorontalo, Indonesia",Point,"[123.9121, 0.4282, 202.77]"
5657,Feature,ak0171svynt1,1.7,"50 km ESE of Akutan, Alaska",1486597925172,1560871234955,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171svynt1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171svynt1&format=geojson,,,,,reviewed,0,44,ak,0171svynt1,",ak15282620,ak0171svynt1,",",ak,ak,",",associate,origin,phase-data,",,,0.25,,ml,earthquake,"M 1.7 - 50 km ESE of Akutan, Alaska",Point,"[-165.0526, 53.9868, 71]"
5658,Feature,ak0171svx7c3,0.3,"29 km E of Denali National Park, Alaska",1486597525152,1557849701004,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171svx7c3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171svx7c3&format=geojson,,,,,reviewed,0,1,ak,0171svx7c3,",ak0171svx7c3,",",ak,",",origin,phase-data,",,,0.66,,ml,earthquake,"M 0.3 - 29 km E of Denali National Park, Alaska",Point,"[-151.1326, 63.4996, 5.5]"
5659,Feature,ci37579967,0.84,"10km NE of Indio, CA",1486597468110,1486603265205,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37579967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37579967&format=geojson,,,,,reviewed,0,11,ci,37579967,",ci37579967,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.05876,0.12,141.0,ml,earthquake,"M 0.8 - 10km NE of Indio, CA",Point,"[-116.1516667, 33.7885, 8.38]"
5660,Feature,us20008ilg,4.2,Revilla Gigedo Islands region,1486596676730,1494293071040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008ilg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008ilg&format=geojson,,,,,reviewed,0,271,us,20008ilg,",us20008ilg,",",us,",",origin,phase-data,",,2.296,0.69,131.0,mb,earthquake,M 4.2 - Revilla Gigedo Islands region,Point,"[-108.5378, 19.1938, 10]"
5661,Feature,ci37579951,0.42,"13km WNW of Anza, CA",1486596211280,1486596688862,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37579951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37579951&format=geojson,,,,,reviewed,0,3,ci,37579951,",ci37579951,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.03579,0.09,89.0,ml,earthquake,"M 0.4 - 13km WNW of Anza, CA",Point,"[-116.8056667, 33.6025, 8.66]"
5662,Feature,ak15282618,1.4,"48 km WNW of Nanwalek, Alaska",1486596015175,1487297386210,,https://earthquake.usgs.gov/earthquakes/eventpage/ak15282618,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak15282618&format=geojson,,,,,reviewed,0,30,ak,15282618,",ak15282618,",",ak,",",origin,phase-data,",,,0.18,,ml,earthquake,"M 1.4 - 48 km WNW of Nanwalek, Alaska",Point,"[-152.6811, 59.5477, 75.6]"
5663,Feature,nc72762086,1.07,"11 km W of Aspen Springs, California",1486595661090,1486603321869,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762086,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762086&format=geojson,,,,,reviewed,0,18,nc,72762086,",nc72762086,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.02224,0.03,149.0,md,earthquake,"M 1.1 - 11 km W of Aspen Springs, California",Point,"[-118.84, 37.5695, 7.6]"
5664,Feature,ak0171svpwwq,1.1,"48 km NNW of Petersville, Alaska",1486595484108,1560871234516,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171svpwwq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171svpwwq&format=geojson,,,,,reviewed,0,19,ak,0171svpwwq,",ak15282617,ak0171svpwwq,",",ak,ak,",",associate,origin,phase-data,",,,0.3,,ml,earthquake,"M 1.1 - 48 km NNW of Petersville, Alaska",Point,"[-151.1941, 62.885, 114.6]"
5665,Feature,nc72762081,0.64,"9 km WNW of Cobb, California",1486595468880,1487101976937,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72762081,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72762081&format=geojson,,,,,reviewed,0,6,nc,72762081,",nc72762081,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.006023,0.03,96.0,md,earthquake,"M 0.6 - 9 km WNW of Cobb, California",Point,"[-122.8278333, 38.8393333, 2.08]"
5666,Feature,ci37579919,0.94,"7km S of Idyllwild, CA",1486595121680,1486596084258,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37579919,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37579919&format=geojson,,,,,reviewed,0,14,ci,37579919,",ci37579919,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.04028,0.12,85.0,ml,earthquake,"M 0.9 - 7km S of Idyllwild, CA",Point,"[-116.7218333, 33.6731667, 15.3]"
5667,Feature,uw61249071,0.73,"34 km NNE of Amboy, Washington",1486594934690,1486668002490,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61249071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61249071&format=geojson,,,,,reviewed,0,8,uw,61249071,",uw61249071,",",uw,",",origin,phase-data,",4.0,0.05574,0.29,289.0,md,earthquake,"M 0.7 - 34 km NNE of Amboy, Washington",Point,"[-122.2645, 46.1948333, 2.04]"
5668,Feature,nn00589422,1.0,"29 km SW of Hawthorne, Nevada",1486594036225,1530555912209,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00589422,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00589422&format=geojson,,,,,reviewed,0,15,nn,00589422,",nn00589422,",",nn,",",origin,phase-data,",6.0,0.006,0.1038,239.06,ml,earthquake,"M 1.0 - 29 km SW of Hawthorne, Nevada",Point,"[-118.8967, 38.3621, 7.8]"
5669,Feature,ak0171svc0us,1.5,"35 km WNW of Beluga, Alaska",1486594003400,1558434923952,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0171svc0us,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0171svc0us&format=geojson,,,,,reviewed,0,35,ak,0171svc0us,",ak15242601,ak0171svc0us,",",ak,ak,",",associate,origin,phase-data,",,,0.36,,ml,earthquake,"M 1.5 - 35 km WNW of Beluga, Alaska",Point,"[-151.6705, 61.2888, 92.4]"
5670,Feature,nn00589419,1.2,"29 km NE of Bridgeport, California",1486593399504,1530555912111,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00589419,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00589419&format=geojson,,,,,reviewed,0,22,nn,00589419,",nn00589419,",",nn,",",origin,phase-data,",5.0,0.079,0.1107,276.82,ml,earthquake,"M 1.2 - 29 km NE of Bridgeport, California",Point,"[-118.9579, 38.4179, 7.9]"
